Date,Open,High,Low,Close,Volume
2010-01-04,24.820229240827516,25.002163184844928,24.76564888317727,24.95667839050293,992762
2010-01-05,25.038545893253712,25.37967134278604,25.038545893253712,25.334186553955078,3163161
2010-01-06,25.47519103509179,25.561609362501848,25.37512761680381,25.461545944213867,3210425
2010-01-07,25.470645793609577,25.68441774238691,25.10677957465377,25.215938568115234,3089618
2010-01-08,25.34328824412872,25.6070909938372,25.320547590229868,25.543415069580078,3159303
2010-01-11,25.607085040838676,25.82540468754539,25.584344392226452,25.729890823364258,2751882
2010-01-12,25.67531047557511,25.934565383123683,25.62982743390078,25.729890823364258,3539936
2010-01-13,25.59344932422113,25.69351275032005,25.40696930841687,25.47519302368164,2761569
2010-01-14,25.65257180597387,25.966407106864665,25.607088757697696,25.829957962036133,3020355
2010-01-15,25.83450576247044,26.42578887939453,25.561605728163155,26.42578887939453,4801453
2010-01-18,26.403051376342773,26.67595146122715,26.161991001181097,26.403051376342773,6117434
2010-01-19,26.362116626620775,26.375761718359094,25.72080254827138,25.761737823486328,5840218
2010-01-20,26.061931210650634,26.06647899362319,25.6161944013685,25.72535514831543,3761697
2010-01-21,25.720805620892175,26.04373833430971,25.611646618395945,25.72535514831543,5142694
2010-01-22,25.24322319094573,25.420607606520445,25.020355726078794,25.356931686401367,5067217
2010-01-25,25.015804709269524,25.174996244530696,24.906645746363328,25.084030151367188,3028846
2010-01-27,24.933946807204723,24.97488209033212,24.651949353072084,24.8475284576416,4035586
2010-01-28,25.052189620107534,25.106769968179744,24.879353014178786,25.06128692626953,5277686
2010-01-29,24.69742462174189,24.76110229020749,24.106143200313102,24.21075439453125,9940798
2010-02-01,24.197105480271585,24.442715318221257,24.097042083740234,24.097042083740234,4273994
2010-02-02,24.433621366483838,24.574620046109224,24.137980661898588,24.356300354003906,4302260
2010-02-03,24.50184012481908,24.556420469054,23.96058969635547,24.292617797851562,3878182
2010-02-04,24.23805409642849,24.310827357227478,23.942413269573517,24.083410263061523,4473855
2010-02-05,23.605822230405945,23.965140550097217,23.437535140034075,23.956043243408203,4370024
2010-02-08,24.151627763988287,24.274431837832537,23.84234194384873,24.00153350830078,3500180
2010-02-09,23.760472470405407,23.978792190551758,23.487572384109853,23.978792190551758,3706647
2010-02-10,24.197103209704743,24.242586250323757,23.38750055111668,23.57398223876953,5324992
2010-02-11,23.746827439958633,24.128886515085007,23.633118925005423,24.10614585876465,3500326
2010-02-12,24.470007079956716,24.492747731649036,23.714984648109525,23.787757873535156,6234553
2010-02-15,23.81103556436291,24.22068672555586,23.745864316227795,24.011205673217773,7306031
2010-02-16,24.25793112925485,24.37430990001094,23.94603680921157,23.978622436523438,6563737
2010-02-17,24.220682633580545,24.89102403031024,24.183442436770846,24.756023406982422,5549881
2010-02-18,24.918958663244776,24.928269607164456,24.481376436506064,24.672237396240234,3969656
2010-02-19,24.788614386333744,24.825854588514762,24.3789614498479,24.58378791809082,3848201
2010-02-22,24.84913247953824,25.244818131137034,24.78395944385881,25.198266983032227,4177862
2010-02-23,25.13775323958182,25.39378547668457,25.095856665783316,25.39378547668457,4219766
2010-02-24,25.161025183546368,25.431022896686354,25.049301006845266,25.13774871826172,6820499
2010-02-25,25.277398660226787,25.482225098926666,24.67688664970018,24.756023406982422,5289480
2010-02-26,24.979472620069593,25.207575545273208,24.70947491532087,25.100507736206055,6865403
2010-03-01,25.24016309401479,25.347230911254883,24.90964869867613,25.347230911254883,4825013
2010-03-02,25.403092965043992,25.584642974718538,25.31929982884843,25.566022872924805,4056120
2010-03-03,25.542744448408953,25.756881851575677,25.43567663953344,25.668434143066406,4116472
2010-03-04,25.677747873751553,25.74291912481679,25.421713877901787,25.58930015563965,3616618
2010-03-05,25.668432797754598,25.812742585214853,25.542743109684682,25.649812698364258,3007679
2010-03-08,25.882572147182444,25.896537670098667,25.435678984695045,25.519472122192383,2897043
2010-03-09,25.496202291381977,25.798787509709594,25.379823498595687,25.70102882385254,4748742
2010-03-10,25.91981060091153,26.087395067629288,25.84067383879229,25.92446517944336,5997888
2010-03-11,25.998946445441813,26.14325622899163,25.89187864507912,25.975671768188477,4624233
2010-03-12,26.06877674544589,26.171189978038026,25.924466946963918,26.012914657592773,1724697
2010-03-15,25.85929939843176,26.082745996373912,25.79878272307759,25.8825740814209,3238429
2010-03-16,25.910500306067284,26.022224476948765,25.789466977889465,25.919811248779297,3643375
2010-03-17,26.017568620635664,26.241016966759368,26.003604884418635,26.133947372436523,4269046
2010-03-18,26.399301942015153,26.534300852709144,26.19913175906078,26.352750778198242,5981289
2010-03-19,26.301537108542018,26.3946394081226,26.106019779840477,26.16653823852539,3597857
2010-03-22,25.863946786791498,26.115324362760955,25.85929220857102,25.952394485473633,2164299
2010-03-23,26.115329391615493,26.511016822769736,26.08274376696633,26.394638061523438,4400824
2010-03-24,26.53428520235357,26.734457052659785,26.394631793272694,26.632043838500977,4526451
2010-03-25,26.534287748116913,26.627391815185547,26.431874524132333,26.627391815185547,3303318
2010-03-26,26.43187555468435,26.743769817256506,26.16653422016936,26.70652961730957,9394837
2010-03-29,26.74377463477354,26.74377463477354,26.362054482185417,26.552913665771484,3767224
2010-03-30,26.529638356924192,26.655328068605584,26.385328542354575,26.42722511291504,3343583
2010-03-31,26.352741700298406,26.464465883305824,26.189811790356494,26.203777313232422,5549770
2010-04-01,26.231704617539368,26.43653106689453,26.1758425340033,26.43653106689453,2871038
2010-04-06,26.487737944753153,26.711184503252436,26.36670461540967,26.646013259887695,2832694
2010-04-07,26.67394360525229,26.753080368041992,26.627392463292722,26.753080368041992,3601683
2010-04-08,26.7065316235887,26.98584028583592,26.650669534056092,26.96721839904785,4101506
2010-04-09,26.999814007965437,27.120847381766282,26.888089794969986,27.064985275268555,2770195
2010-04-12,27.15342854712568,27.255841797046557,27.139463022799376,27.18601417541504,2710575
